Timestamp,How old are you?,What is your gender?,Where do you currently live?,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
2025-03-09 16:56:53.504,36-50 years,Female,kanakapura,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Monthly,Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 16:57:17.051,51-70 years,Male,kanakapura,,,,No,Never,Unsatisfied,Increased safety and security,No,Better maintenance and cleanliness,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Very dissatisfied,Rarely,Neutral,Language learning programs,Invest in technology
2025-03-09 16:57:40.179,18-35 years,Female,palamaner,,,,No,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Safety and security,Sometimes,Sports equipment rentals,Neutral,Rarely,Dissatisfied,Language learning programs,Enhance community engagement
2025-03-09 16:58:03.111,51-70 years,Female,mysuru,,,,No,Never,Very unsatisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Restrooms,Crowding and noise,Sometimes,Sports equipment rentals,Satisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 16:58:21.643,18-35 years,Male,mysuru,,,,No,Once a week,Unsatisfied,Increased safety and security,Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Rarely,Satisfied,E book access,Enhance community engagement
2025-03-09 16:58:42.716,18-35 years,Female,kanakapura,,,,Yes,Never,Unsatisfied,Increased safety and security,No,Better maintenance and cleanliness,Sports facilities,Maintenance and cleanliness,No,Public restrooms,Dissatisfied,Rarely,Dissatisfied,E book access,Improve customer service
2025-03-09 16:59:11.274,51-70 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Restrooms,Lack of amenities,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,E book access,Improve customer service
2025-03-09 16:59:32.775,10-18 years,Male,kanakapura,,,,No,A few times a week,Very unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Picnic area,Lack of amenities,Yes,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Improve customer service
2025-03-09 16:59:54.212,18-35 years,Male,kanakapura,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Restrooms,Lack of amenities,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Very Dissatisfied,E book access,Invest in technology
2025-03-09 17:01:55.599,18-35 years,Female,chennai,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,No,Improved lighting and safety,Picnic area,Crowding and noise,Yes,Sports equipment rentals,Neutral,Never,Neutral,Language learning programs,Improve customer service
2025-03-09 17:02:33.478,18-35 years,Male,kanakapura,,,,No,Once a week,Neutral,More frequent buses/trains,Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Very dissatisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 17:02:55.444,51-70 years,Male,Hyderabad,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Safety and security,Sometimes,Sports equipment rentals,Very dissatisfied,Rarely,Dissatisfied,E book access,Invest in technology
2025-03-09 17:03:16.227,36-50 years,Male,Bengaluru,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Restrooms,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 17:03:38.656,18-35 years,Male,kanakapura,,,,No,Once a week,Very unsatisfied,Increased safety and security,Sometimes,More amenities,Picnic area,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 17:04:07.216,51-70 years,Female,kanakapura,,,,No,Never,Very unsatisfied,Increased safety and security,No,Increased programming and events,Picnic area,Lack of amenities,No,Sports equipment rentals,Very dissatisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 17:04:26.123,36-50 years,Male,Bengaluru,,,,No,Never,Unsatisfied,Increased safety and security,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 17:04:45.228,36-50 years,Female,kanakapura,,,,No,Once a week,Very unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Restrooms,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Quarterly,Neutral,Language learning programs,Invest in technology
2025-03-09 17:05:09.741,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Restrooms,Lack of amenities,No,Electric vehicle charging stations,Very dissatisfied,Rarely,Dissatisfied,E book access,Invest in technology
2025-03-09 17:05:30.670,18-35 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Restrooms,Crowding and noise,Sometimes,Sports equipment rentals,Neutral,Rarely,Neutral,E book access,Invest in technology
2025-03-09 17:05:53.343,36-50 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 17:06:14.316,36-50 years,Male,Bengaluru,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Never,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 17:06:35.740,36-50 years,Female,Hyderabad,,,,No,A few times a week,Neutral,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Crowding and noise,Yes,Sports equipment rentals,Satisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 17:07:09.329,51-70 years,Female,Hyderabad,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Sports facilities,Safety and security,Sometimes,Sports equipment rentals,Satisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 17:07:23.893,36-50 years,Female,mysuru,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Rarely,Very Satisfied,Language learning programs,Enhance community engagement
2025-03-09 17:07:45.738,36-50 years,Female,palamaner,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 17:08:03.382,18-35 years,Male,mysuru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Restrooms,Crowding and noise,Sometimes,Public restrooms,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 17:08:32.732,36-50 years,Male,kanakapura,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Restrooms,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Quarterly,Very Dissatisfied,E book access,Improve customer service
2025-03-09 17:10:08.918,18-35 years,Female,kanakapura,,,,No,Never,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 17:10:29.312,18-35 years,Male,mysuru,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Rarely,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 17:10:47.587,51-70 years,Female,Bengaluru,,,,No,Once a week,Very unsatisfied,Increased safety and security,No,Better maintenance and cleanliness,Picnic area,Crowding and noise,Sometimes,Electric vehicle charging stations,Dissatisfied,Rarely,Very Dissatisfied,Language learning programs,Invest in technology
2025-03-09 18:47:20.088,18-35 years,Female,Hyderabad,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Picnic area,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 18:50:31.868,18-35 years,Male,kanakapura,,,,No,A few times a week,Unsatisfied,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Dissatisfied,Monthly,Neutral,E book access,Improve customer service
2025-03-09 18:50:51.575,10-18 years,Male,Bengaluru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Very Satisfied,Weekly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 18:51:11.164,51-70 years,Female,Hyderabad,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Satisfied,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 18:51:27.233,18-35 years,Male,Bengaluru,,,,No,Never,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Safety and security,Yes,Sports equipment rentals,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 18:51:43.844,36-50 years,Female,Bengaluru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Monthly,Neutral,E book access,Increase transparency
2025-03-09 18:52:04.082,36-50 years,Male,mysuru,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
2025-03-09 18:52:26.236,36-50 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Safety and security,No,Electric vehicle charging stations,Satisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 18:52:43.400,36-50 years,Male,chennai,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Playgrounds,Crowding and noise,Sometimes,Sports equipment rentals,Neutral,Weekly,Satisfied,E book access,Invest in technology
2025-03-09 18:53:00.163,36-50 years,Female,Bengaluru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Playgrounds,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Never,Neutral,Language learning programs,Invest in technology
2025-03-09 18:53:18.934,51-70 years,Female,Bengaluru,,,,No,Never,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 18:54:00.673,10-18 years,Female,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 18:57:34.063,36-50 years,Female,kanakapura,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Neutral,Weekly,Neutral,Language learning programs,Invest in technology
2025-03-09 18:57:51.731,18-35 years,Male,Hyderabad,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 18:58:13.687,18-35 years,Female,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 18:58:30.699,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Monthly,Very Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 18:58:46.404,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Very Satisfied,Weekly,Satisfied,E book access,Improve customer service
2025-03-09 18:59:12.989,10-18 years,Female,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Neutral,Rarely,Very Dissatisfied,Language learning programs,Improve customer service
2025-03-09 18:59:33.015,18-35 years,Male,palamaner,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Safety and security,Sometimes,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 18:59:56.724,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Maintenance and cleanliness,No,Electric vehicle charging stations,Very Satisfied,Weekly,Very Satisfied,E book access,Improve customer service
2025-03-09 19:00:29.890,36-50 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,Increased safety and security,Yes,Better maintenance and cleanliness,Restrooms,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Invest in technology
2025-03-09 19:00:55.680,18-35 years,Male,chennai,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Sports equipment rentals,Neutral,Monthly,Neutral,Language learning programs,Invest in technology
2025-03-09 19:01:13.036,36-50 years,Female,kanakapura,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Improve customer service
2025-03-09 19:01:38.480,51-70 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Very dissatisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 19:02:01.328,36-50 years,Male,mysuru,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Restrooms,Lack of amenities,No,Electric vehicle charging stations,Neutral,Rarely,Very Dissatisfied,Language learning programs,Improve customer service
2025-03-09 19:02:16.651,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Playgrounds,Lack of amenities,No,Public restrooms,Satisfied,Weekly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 19:06:57.331,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Very satisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Safety and security,Yes,Public restrooms,Satisfied,Quarterly,Very Satisfied,E book access,Enhance community engagement
2025-03-09 19:08:29.700,10-18 years,Male,palamaner,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Very Satisfied,Language learning programs,Improve customer service
2025-03-09 19:08:43.403,10-18 years,Female,palamaner,,,,Yes,A few times a week,Unsatisfied,Increased safety and security,No,Improved lighting and safety,Sports facilities,Lack of amenities,Yes,Electric vehicle charging stations,Satisfied,Never,Neutral,E book access,Increase transparency
2025-03-09 19:09:08.841,18-35 years,Male,Bengaluru,,,,Yes,Everyday,Satisfied,More frequent buses/trains,No,Better maintenance and cleanliness,Playgrounds,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 19:09:29.605,18-35 years,Male,kanakapura,,,,No,Once a week,Unsatisfied,More frequent buses/trains,Yes,Increased programming and events,Sports facilities,Crowding and noise,Sometimes,Electric vehicle charging stations,Very Satisfied,Quarterly,Neutral,Language learning programs,Invest in technology
2025-03-09 19:09:41.395,10-18 years,Female,Hyderabad,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Very dissatisfied,Weekly,Very Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 19:13:34.143,18-35 years,Female,Tirupati,,,,Yes,A few times a week,Very unsatisfied,Reduced fares or free transfers,No,More amenities,Restrooms,Crowding and noise,No,Sports equipment rentals,Satisfied,Never,Very Satisfied,Language learning programs,Improve customer service
2025-03-09 19:20:12.419,51-70 years,Female,kanakapura,,,,No,Everyday,Very unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Playgrounds,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 19:48:41.251,18-35 years,Male,Andhra pradesh,,,,Yes,Everyday,Very satisfied,More frequent buses/trains,Yes,Improved lighting and safety,Playgrounds,Safety and security,Yes,Public restrooms,Very Satisfied,Weekly,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 19:49:18.485,18-35 years,Female,Andhra pradesh,,,,Yes,A few times a week,Neutral,Increased safety and security,Sometimes,More amenities,Sports facilities,Lack of amenities,Yes,Electric vehicle charging stations,Very Satisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 19:49:43.375,36-50 years,Male,Andhra pradesh,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Playgrounds,Safety and security,Yes,Public restrooms,Very Satisfied,Monthly,Neutral,Language learning programs,Invest in technology
2025-03-09 19:50:18.198,18-35 years,Female,kanakapura,,,,Yes,A few times a week,Satisfied,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Electric vehicle charging stations,Satisfied,Rarely,Neutral,E book access,Improve customer service
2025-03-09 19:50:53.889,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Unsatisfied,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Lack of amenities,Yes,Sports equipment rentals,Neutral,Monthly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 19:51:44.850,18-35 years,Female,chennai,,,,Yes,Never,Very satisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Very Satisfied,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Enhance community engagement
2025-03-09 19:53:32.512,10-18 years,Female,Tirupati,,,,Yes,Once a week,Neutral,More frequent buses/trains,Sometimes,More amenities,Restrooms,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,Language learning programs,Improve customer service
2025-03-09 20:57:41.715,18-35 years,Male,Andhra pradesh,,,,Yes,Once a week,Neutral,Increased safety and security,Sometimes,Increased programming and events,Sports facilities,Accessibility and inclusivity,No,Public restrooms,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 20:58:07.213,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Increased safety and security,Yes,More amenities,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 20:58:24.117,18-35 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 20:58:40.169,10-18 years,Female,mysuru,,,,No,Never,Satisfied,Reduced fares or free transfers,Sometimes,More amenities,Walking trails,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 20:59:04.449,10-18 years,Male,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Satisfied,Weekly,Neutral,E book access,Invest in technology
2025-03-09 20:59:22.957,18-35 years,Female,palamaner,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Monthly,Neutral,E book access,Improve customer service
2025-03-09 20:59:44.016,10-18 years,Male,Bengaluru,,,,No,Once a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:00:13.728,18-35 years,Male,mysuru,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
2025-03-09 21:00:27.841,51-70 years,Female,kanakapura,,,,No,Once a week,Neutral,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 21:00:52.324,36-50 years,Female,Andhra pradesh,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Walking trails,Lack of amenities,No,Electric vehicle charging stations,Neutral,Monthly,Satisfied,Language learning programs,Improve customer service
2025-03-09 21:01:07.956,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Maintenance and cleanliness,No,Public restrooms,Dissatisfied,Quarterly,Satisfied,Language learning programs,Invest in technology
2025-03-09 21:01:23.963,18-35 years,Female,kanakapura,,,,Yes,Once a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 21:01:40.711,10-18 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Accessibility and inclusivity,No,Public restrooms,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 21:01:58.574,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:02:18.357,36-50 years,Male,mysuru,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 21:02:35.887,51-70 years,Female,kanakapura,,,,No,A few times a week,Unsatisfied,More frequent buses/trains,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 21:02:58.565,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Walking trails,Lack of amenities,Yes,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Increase transparency
2025-03-09 21:03:13.236,36-50 years,Female,kanakapura,,,,No,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Rarely,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 21:03:28.953,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,More amenities,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Very dissatisfied,Rarely,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:03:45.024,18-35 years,Female,mysuru,,,,No,Once a week,Satisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Monthly,Neutral,E book access,Improve customer service
2025-03-09 21:04:19.305,18-35 years,Male,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 21:04:38.149,51-70 years,Female,chennai,,,,No,Once a week,Very satisfied,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Maintenance and cleanliness,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,Language learning programs,Increase transparency
2025-03-09 21:04:53.947,18-35 years,Male,kanakapura,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 21:05:10.989,18-35 years,Male,Hyderabad,,,,Yes,Everyday,Satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 21:05:27.349,18-35 years,Female,kanakapura,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Public restrooms,Neutral,Rarely,Neutral,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 21:05:46.593,10-18 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Public restrooms,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:06:08.232,36-50 years,Female,kanakapura,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Safety and security,Sometimes,Sports equipment rentals,Very dissatisfied,Quarterly,Satisfied,Language learning programs,Improve customer service
2025-03-09 21:06:30.303,18-35 years,Female,kanakapura,,,,Yes,A few times a week,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Monthly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
